Date,Dollar,Spread,,,,
2019-02-06,96.39,0.00,,,,
2019-02-07,96.51,0.13,,,,
2019-02-08,96.64,0.27,,,,
2019-02-11,97.06,0.69,,,,
2019-02-12,96.71,0.34,,,,
2019-02-13,97.13,0.76,,,,
2019-02-14,96.98,0.61,,,,
2019-02-15,96.9,0.52,,,,
2019-02-18,96.9,0.53,,,,
2019-02-19,96.52,0.17,,,,
2019-02-20,96.45,0.11,,,,
2019-02-21,96.61,0.28,,,,
2019-02-22,96.51,0.20,,,,
2019-02-25,96.41,0.11,,,,
2019-02-26,96,-0.28,,,,
2019-02-27,96.15,-0.11,,,,
2019-02-28,96.16,-0.10,,,,
2019-03-01,96.53,0.28,,,,
2019-03-04,96.68,0.43,,,,
2019-03-05,96.87,0.61,,,,
2019-03-06,96.87,0.61,,,,
2019-03-07,97.67,1.39,,,,
2019-03-08,97.31,1.01,,,,
2019-03-11,97.22,0.90,,,,
2019-03-12,96.94,0.61,,,,
2019-03-13,96.55,0.22,,,,
2019-03-14,96.78,0.44,,,,
2019-03-15,96.59,0.24,,,,
2019-03-18,96.52,0.16,,,,
2019-03-19,96.38,0.01,,,,
2019-03-20,95.76,-0.62,,,,
2019-03-21,96.5,0.10,,,,
2019-03-22,96.65,0.23,,,,
2019-03-25,96.57,0.13,,,,
2019-03-26,96.74,0.28,,,,
2019-03-27,96.77,0.30,,,,
2019-03-28,97.2,0.71,,,,
2019-03-29,97.28,0.77,,,,
2019-04-01,97.23,0.70,,,,
2019-04-02,97.36,0.81,,,,
2019-04-03,97.09,0.52,,,,
2019-04-04,97.31,0.73,,,,
2019-04-05,97.39,0.77,,,,
2019-04-08,97.05,0.41,,,,
2019-04-09,97.01,0.34,,,,
2019-04-10,96.95,0.25,,,,
2019-04-11,97.18,0.45,,,,
2019-04-12,96.97,0.21,,,,
2019-04-15,96.94,0.16,,,,
2019-04-16,97.04,0.24,,,,
2019-04-17,97.01,0.20,,,,
2019-04-18,97.47,0.64,,,,
2019-04-19,97.38,0.53,,,,
2019-04-22,97.29,0.44,,,,
2019-04-23,97.64,0.77,,,,
2019-04-24,98.17,1.28,,,,
2019-04-25,98.2,1.29,,,,
2019-04-26,98.01,1.07,,,,
2019-04-29,97.86,0.91,,,,
2019-04-30,97.48,0.51,,,,
2019-05-01,97.69,0.69,,,,
2019-05-02,97.83,0.81,,,,
2019-05-03,97.52,0.48,,,,
2019-05-06,97.52,0.45,,,,
2019-05-07,97.63,0.53,,,,
2019-05-08,97.62,0.49,,,,
2019-05-09,97.37,0.22,,,,
2019-05-10,97.33,0.16,,,,
2019-05-13,97.32,0.14,,,,
2019-05-14,97.53,0.34,,,,
2019-05-15,97.57,0.36,,,,
2019-05-16,97.86,0.65,,,,
2019-05-17,98,0.77,,,,
2019-05-20,97.93,0.69,,,,
2019-05-21,98.06,0.80,,,,
2019-05-22,98.04,0.75,,,,
2019-05-23,97.86,0.55,,,,
2019-05-24,97.61,0.28,,,,
2019-05-27,97.61,0.25,,,,
2019-05-28,97.95,0.56,,,,
2019-05-29,98.14,0.71,,,,
2019-05-30,98.14,0.67,,,,
2019-05-31,97.75,0.26,,,,
2019-06-03,97.14,-0.36,,,,
2019-06-04,97.07,-0.44,,,,
2019-06-05,97.32,-0.20,,,,
2019-06-06,97.04,-0.48,,,,
2019-06-07,96.54,-0.96,,,,
2019-06-10,96.76,-0.73,,,,
2019-06-11,96.69,-0.79,,,,
2019-06-12,97,-0.48,,,,
2019-06-13,97.01,-0.46,,,,
2019-06-14,97.57,0.10,,,,
2019-06-17,97.56,0.08,,,,
2019-06-18,97.64,0.14,,,,
2019-06-19,97.12,-0.38,,,,
2019-06-20,96.63,-0.86,,,,
2019-06-21,96.22,-1.25,,,,
2019-06-24,95.98,-1.47,,,,
2019-06-25,96.14,-1.30,,,,
2019-06-26,96.21,-1.21,,,,
2019-06-27,96.19,-1.20,,,,
2019-06-28,96.13,-1.24,,,,
2019-07-01,96.84,-0.52,,,,
2019-07-02,96.73,-0.61,,,,
2019-07-03,96.77,-0.54,,,,
2019-07-04,96.77,-0.52,,,,
2019-07-05,97.29,0.02,,,,
2019-07-08,97.38,0.12,,,,
2019-07-09,97.49,0.23,,,,
2019-07-10,97.1,-0.15,,,,
2019-07-11,97.05,-0.18,,,,
2019-07-12,96.81,-0.41,,,,
2019-07-15,96.93,-0.28,,,,
2019-07-16,97.39,0.19,,,,
2019-07-17,97.22,0.02,,,,
2019-07-18,96.79,-0.39,,,,
2019-07-19,97.15,-0.03,,,,
2019-07-22,97.26,0.08,,,,
2019-07-23,97.7,0.52,,,,
2019-07-24,97.73,0.54,,,,
2019-07-25,97.82,0.63,,,,
2019-07-26,98.01,0.82,,,,
2019-07-29,98.04,0.85,,,,
2019-07-30,98.05,0.86,,,,
2019-07-31,98.52,1.32,,,,
2019-08-01,98.37,1.16,,,,
2019-08-02,98.07,0.85,,,,
2019-08-05,97.52,0.31,,,,
2019-08-06,97.63,0.42,,,,
2019-08-07,97.54,0.34,,,,
2019-08-08,97.62,0.43,,,,
2019-08-09,97.49,0.31,,,,
2019-08-12,97.38,0.19,,,,
2019-08-13,97.81,0.61,,,,
2019-08-14,97.99,0.78,,,,
2019-08-15,98.14,0.90,,,,
2019-08-16,98.14,0.87,,,,
2019-08-19,98.35,1.05,,,,
